id	c_order	connections	languages	e_name	e_degree	e_major	e_period	e_grade	e_detail	e_activity
100311	4	"500+"	""	"Pontificia Universidad Javeriana"	"Especialista en Administrativo"	""	"1999-2000"	""	""	""
100311	5	"500+"	""	"Pontificia Universidad Javeriana"	"Abogado"	""	"1992-1996"	""	""	""
100386	1	"109"	""	"Pontificia Universidad Javeriana"	"Especialista en Derecho Comercial"	""	"2006-2007"	""	""	""
100386	2	"109"	""	"Universidad Libre de Colombia"	"Abogada"	""	"1998-2003"	""	""	""
100412	1	"296"	""	"Universidad de Navarra"	"licenciado"	"periodismo y comunicacion audiovisual"	"1991-1997"	""	""	""
100458	1	"360"	""	"C.U. Cardenal Cisneros. Universidad Complutense Madrid"	"Derecho + Empresas"	"Juridico - Empresarial"	"2000-2006"	""	""	""
100461	1	"100"	""	"colegio alvorada"	"tecnico"	"2 grau"	"1991-1996"	""	""	""
100484	1	"138"	"English-(Full professional proficiency) | French-(Professional working proficiency)"	"Universitat de Valencia"	"Licenciatura"	"Administracion y direccion de empresas"	"2001-2007"	""	""	""
100484	2	"138"	"English-(Full professional proficiency) | French-(Professional working proficiency)"	"American School of Valencia"	"High School degree"	""	"1997-2001"	""	"Bachillerato americano convalidado en Espana"	""
100484	3	"138"	"English-(Full professional proficiency) | French-(Professional working proficiency)"	"Edelweiss School"	"Elementary School Degree"	""	"1989-1997"	""	""	""
100492	1	"500+"	""	"Universidad Complutense de Madrid"	""	""	""	""	""	""
100492	2	"500+"	""	"Universidad Rey Juan Carlos"	""	""	""	""	""	""
100492	3	"500+"	""	"Programa TIE de PROMOMADRID"	""	""	""	""	""	""
100492	4	"500+"	""	"Programa TIE de PROMOMADRID"	""	""	""	""	""	""
100492	5	"500+"	""	"Programa TIE de PROMOMADRID"	""	""	""	""	""	""
100492	6	"500+"	""	"Programa TIE de PROMOMADRID"	""	""	""	""	""	""
100505	1	"152"	"Ingles"	"Universidad Inca Garcilaso de la Vega"	"Bachiller"	"Ciencias Contables"	"2007-2012"	""	""	""
100505	2	"152"	"Ingles"	"Inst. Margarita Cabrera"	"Secretaria Ejecutiva"	"Secretariado - Asistenta"	"1997-1998"	""	""	""
100520	1	"432"	"Ingles"	"Fatec Jau"	"Tecnologo com enfase em transporte"	"Logistica"	"2004-2007"	""	""	""
100545	1	""	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica) | Portugues-(Competencia basica)"	"Centrum Pontificia Universidad Catolica del Peru"	""	"Master Especializado DIEM en Administracion y Habilidades Directivas - Ce"	"2013-2014"	""	""	""
100545	2	""	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica) | Portugues-(Competencia basica)"	"Universidad Andina del Cusco"	"Lic. En Administracion de Empresas"	"Administracion de Empresas"	"2005-2010"	""	""	""
100556	1	"158"	""	"Universidad de Chile"	"Ingeniero Civil Industrial"	""	"1998-2003"	""	""	""
100581	1	"500+"	""	"Master Business Administration"	"MBA"	""	""	""	""	""
100587	1	"381"	"Ingles | Espanol"	"Instituto Tecnologico y de Estudios Superiores de Monterrey / ITESM"	"Master of Business Administration (MBA)"	"Mercadeo"	"2008-2011"	""	""	""
100587	2	"381"	"Ingles | Espanol"	"Universidad de Los Andes"	"Especializacion en Mercadeo"	"Especializacion"	"2002-2003"	""	""	""
100587	3	"381"	"Ingles | Espanol"	"Universidad de Los Andes"	"Ingeniera Industrial"	"Project Management"	"1997-2001"	""	""	""
100595	1	"7"	""	"Escola Estadual Mauel Antonio de Souza"	"Ensino medio completo"	"Ensino medio completo"	"1990-2002"	""	""	""
100624	1	"500+"	""	"Universidad  ESAN"	""	""	"1999-2000"	""	""	""
100624	2	"500+"	""	"Universidad de Piura"	""	""	"1987-1992"	""	""	""
100638	1	"40"	""	"Universidad CAECE - Mar del Plata"	"Lic. en Comercio Internacional"	""	"2006-2010"	""	""	""
100638	2	"40"	""	"Mar del Plata Community College"	"Analista en Comercio Internacional"	""	"2002-2005"	""	""	""
100652	1	"134"	""	"University of Alabama in Huntsville"	"None"	"Electrical Engineering Major"	"1981-1982"	""	""	""
100652	2	"134"	""	"Huntsville Center for Technology"	"Certificate"	"Design Electronics"	"1979-1981"	""	""	""
100652	3	"134"	""	"Heritage Bible College"	"Bachelor of Religion"	"Biblical Studies"	"1996-1999"	""	""	""
100653	1	"420"	""	"Ferris State University"	"Bachelors"	"Plastics Engineering Technology"	"1996-2000"	""	""	""
100664	1	"67"	""	"Universidade de Mogi das Cruzes"	"Administracao de Empresas"	""	"2009-2013"	""	""	""
100684	1	"63"	""	"Gujarat University"	"B.E."	"Computer Enfineering"	"2004-2008"	""	""	""
100688	1	"11"	""	"faculdades de ciencias gerencias em jundiai"	"administracao"	""	"2003-2007"	""	""	""
100694	1	"168"	""	"Ferris State University"	"BBS"	"Electronic Eng Production Mgt Statistics"	"1986-1991"	""	""	""
100706	1	"208"	"Ingles-(Competencia basica profesional) | Espanol-(Competencia bilingue o nativa)"	"Instituto Tecnologico de Buenos Aires"	"Diplomatura en gestion portuaria y viasnavegables"	""	"2008-2008"	""	"Trabajo final: Estudio de la demanda de cargas contenedorizadas para los puertos del interior de la provincia de Buenos Aires (Proyeccion 2008-2012) recibiendo la mas alta calificacion por el proyecto presentado. Promedio general 8.50. http://w"	""
100706	2	"208"	"Ingles-(Competencia basica profesional) | Espanol-(Competencia bilingue o nativa)"	"ESEADE"	"Master en Adm de Negocios"	"Derivados"	"2001-2003"	"Tesis final"	""	""
100706	3	"208"	"Ingles-(Competencia basica profesional) | Espanol-(Competencia bilingue o nativa)"	"Universidad Nacional de Rosario"	"Contador Publico"	"Bolsas mercados"	"1995-2000"	""	"Especialidad en Bancos Bolsas y Mercados de Valores y Comercio Exterior."	""
100706	4	"208"	"Ingles-(Competencia basica profesional) | Espanol-(Competencia bilingue o nativa)"	"Universidad Nacional de Rosario"	"Licenciatura en Administracion de Empresas"	""	"1995-2000"	""	"Carrera no finalizada (3/4 de la misma aprobada)"	""
100729	1	"264"	"Ingles"	"Universidade Catolica Dom Bosco"	"Bacharelado"	"Direito"	"2011-2012"	""	""	""
100729	2	"264"	"Ingles"	"Centro Universitario La Salle"	"Administrador"	"Comercio Exterior"	"1998-2004"	""	""	""
100739	1	"95"	""	"St Xaviers"	"HSC"	"Science"	"1998-2000"	""	""	""
100755	1	"242"	"English-(Native or bilingual proficiency) | Portuguese-(Native or bilingual proficiency) | Spanish-(Native or bilingual proficiency) | Hebrew-(Native or bilingual proficiency)"	"Manchester University"	"Master on Business Administration"	"Finance"	"1998-2000"	""	""	""
100755	2	"242"	"English-(Native or bilingual proficiency) | Portuguese-(Native or bilingual proficiency) | Spanish-(Native or bilingual proficiency) | Hebrew-(Native or bilingual proficiency)"	"The University of Manchester"	"MBA"	"Finance and Financial Management Services"	"1997-1999"	""	""	""
100755	3	"242"	"English-(Native or bilingual proficiency) | Portuguese-(Native or bilingual proficiency) | Spanish-(Native or bilingual proficiency) | Hebrew-(Native or bilingual proficiency)"	"Tel Aviv University"	"Bachelor"	"Economics and Political Science"	"1992-1996"	""	""	""
100773	1	"43"	""	"Dharmsinh Desai Institute of Technology"	"BE"	"computer engineering"	"2005-2009"	""	""	""
100786	1	"55"	"Ingles-(Professional working proficiency) | French-(Professional working proficiency) | Spanish-(Native or bilingual proficiency)"	"Universite du Quebec a Montreal"	"Certificat en Gestion des Ressources Humains"	""	"2013-2014"	""	""	""
100786	2	"55"	"Ingles-(Professional working proficiency) | French-(Professional working proficiency) | Spanish-(Native or bilingual proficiency)"	"Universite Del Valle de Guatemala"	"Maitrise"	"Human Resources"	"2008-2009"	""	""	""
100786	3	"55"	"Ingles-(Professional working proficiency) | French-(Professional working proficiency) | Spanish-(Native or bilingual proficiency)"	"Universite Rafael Landivar Guatemala"	"BACC en Ressources Humains"	""	"1999-2005"	""	""	""
100796	1	"213"	""	"Pune University"	"Master of Computer Science (MCS)"	"Computer Science"	""	""	""	""
100799	1	"215"	""	"Sardar Patel University"	"BE"	"Computer"	"2003-2007"	""	""	""
100816	1	"305"	""	"UNIFIEO"	"Comunicacao Social habilitado em Publicidade e Propaganda"	"Marketing e publicidade"	"2009-2012"	""	"- Trabalho de Conclusao de Curso: Campanha Publicitaria para a marca TNG."	"Premiacoes/ Certificados e Concursos."
100817	1	"159"	""	"Sardar Patel University"	"MCA"	"Computer"	"2005-2008"	""	""	""
100835	1	"134"	""	"EAE Business School"	"Master de Direccion Comercial y ventas"	""	"2009-2010"	""	""	""
100835	2	"134"	""	"E.U.E.E."	"Diplomada en Ciencias Empresariales"	"Estudio de Mercados"	""	""	""	""
100835	3	"134"	""	"University of Central Lancashire UK"	"Diploma in International  Business"	""	""	""	""	""
100846	1	"386"	"English-(Professional working proficiency) | Marathi-(Full professional proficiency) | Hindi-(Full professional proficiency)"	"Sinhgad IBAR Pune"	"MCA (Master in Computer Applications)"	"Computer Applications"	"2006-2009"	""	"*  A member of the placement coordinator team during MCA campus placement activity 2008."	""
100846	2	"386"	"English-(Professional working proficiency) | Marathi-(Full professional proficiency) | Hindi-(Full professional proficiency)"	"Seed Info Tech Pune"	"Software Certifications"	"Software"	"2005-2008"	""	"*  ASP.NET 2.0 Microsoft Certificate of achievement in 2008."	""
100846	3	"386"	"English-(Professional working proficiency) | Marathi-(Full professional proficiency) | Hindi-(Full professional proficiency)"	"National Institute of Information Technology Nasik"	"Diploma"	"Information Technology"	"2004-2005"	""	""	""
100846	4	"386"	"English-(Professional working proficiency) | Marathi-(Full professional proficiency) | Hindi-(Full professional proficiency)"	"P. E. School Nasik Road"	"S.S.C"	""	"1993-1998"	""	""	""
100865	1	"190"	"Portugues-(Fluente ou nativo) | Ingles-(Nivel basico) | Espanhol-(Nivel basico)"	"Faculdade Metropolitana de Blumenau - Fameblu (Uniasselvi)"	"Administracao com Habilitacao em Comercio Exterior"	"Comercio Exterior"	"2006-2010"	""	""	""
100887	1	"331"	"English-(Full professional proficiency)"	"Gujarat University"	"B.E."	"Computer Eng."	"2006-2010"	""	""	""
100887	2	"331"	"English-(Full professional proficiency)"	"C.U. shah"	""	""	"2004-2005"	""	""	""
100896	1	"327"	""	"Pune University"	"Master of Business Administration (MBA)"	"Marketing/Marketing Management General"	"1999-2001"	""	""	""
100896	2	"327"	""	"Kendriya Vidyalaya"	""	""	"1984-1996"	""	""	""
100913	1	"147"	"Python Javascript Jquery"	"Oklahoma City University"	"Master of Science"	"Computer Science"	"1998-1999"	""	""	"Computer Lab Monitor"
100913	2	"147"	"Python Javascript Jquery"	"University of Mumbai"	"BE"	"Electrical"	"1993-1997"	""	""	""
100915	1	"34"	"Ingles | Espanhol"	"Makenzie"	""	""	""	""	""	""
100932	1	"500+"	""	"North Maharashtra University"	""	"Medicine"	""	""	""	""
100941	1	"339"	""	"Universidad de Chile"	"Magister"	"Finanzas"	"2011-2011"	""	""	""
100941	2	"339"	""	"Universidad de Chile"	"Ingeniero Comercial"	"Mencion Administracion"	"2003-2007"	""	""	""
100948	1	"32"	""	"Universidade de Lisboa"	"Licenciatura em Ciencias da Educacao"	"Administracao Educacional"	"1999-2004"	""	""	""
100965	1	"106"	"Portugues-(Fluente ou nativo) | Espanhol-(Nivel avancado) | Ingles-(Nivel basico)"	"Universidade do Vale do Rio dos Sinos"	"Especialista"	"Sistemas de Informacao"	"1978-1979"	""	""	""
100965	2	"106"	"Portugues-(Fluente ou nativo) | Espanhol-(Nivel avancado) | Ingles-(Nivel basico)"	"Pontificia Universidade Catolica do RS"	"Bacharel"	"Administracao"	"1971-1974"	""	""	""
100974	1	"500+"	"French-(Elementary proficiency) | Hindi-(Native or bilingual proficiency) | Marathi-(Native or bilingual proficiency) | English-(Native or bilingual proficiency) | Malayalam-(Limited working proficiency)"	"University of Pune"	"B.A."	"English Literature Sociology & Psychology"	"2010-2013"	""	""	""
100974	2	"500+"	"French-(Elementary proficiency) | Hindi-(Native or bilingual proficiency) | Marathi-(Native or bilingual proficiency) | English-(Native or bilingual proficiency) | Malayalam-(Limited working proficiency)"	"Indian Institute of Planning and Management"	"Post Graduate Diploma in Planning & Entreprenuership"	"HR Marketing & IT"	"2008-2010"	""	""	""
100974	3	"500+"	"French-(Elementary proficiency) | Hindi-(Native or bilingual proficiency) | Marathi-(Native or bilingual proficiency) | English-(Native or bilingual proficiency) | Malayalam-(Limited working proficiency)"	"Indian Institute of Planning and Management"	"Bachelor of Business Administration (BBA)"	""	"2005-2008"	""	""	"Event Coordinator/ case in point/ Inter and Intra -College fest Choreographer for Fashion Shows/ SPOC for Spicmacay/ Fervent part of the Debate Team/ Basketball Team and the Dance Team"
100976	1	"86"	""	"Unicapital"	"Ensino Superior; Ensino Superior"	"Engenharia Mecanica"	"2013-2018"	""	"Fecap - Administracao (incompleto"	""
100981	1	"500+"	"Ingles | Espanhol"	"Faculdade de Engenharia de Sorocaba"	"Engenheiro de Seguranca do Trabalho"	"Seguranca do Trabalho"	"2010-2011"	""	""	""
100981	2	"500+"	"Ingles | Espanhol"	"FACULDADE DE ENGENHARIA DE SOROCABA"	"Engenheiro"	"Eletrica"	"1997-2002"	""	""	""
101014	1	"106"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa) | Aleman-(Competencia basica) | Chino-(Competencia basica)"	"UOC- Universitad Oberta de Catalunya"	"Master en Estudios de Asia Oriental"	""	"2011-2013"	""	""	""
101014	2	"106"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa) | Aleman-(Competencia basica) | Chino-(Competencia basica)"	"Escuela de Organizacion Industrial (E.O.I)"	"Curso Superior de Comercio Internacional"	""	"2011-2011"	""	""	""
101014	3	"106"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa) | Aleman-(Competencia basica) | Chino-(Competencia basica)"	"Fachhochschule Dusseldorf"	"Ano de intercambio Erasmus"	""	"2006-2007"	""	""	""
101014	4	"106"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa) | Aleman-(Competencia basica) | Chino-(Competencia basica)"	"Universidad de Sevilla"	"Licenciatura en Administracion y Direccion de Empresas"	""	"2002-2007"	""	""	""
101014	5	"106"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa) | Aleman-(Competencia basica) | Chino-(Competencia basica)"	"Lycee Climatique d'Argeles-Gazost"	"1o de Bachillerato"	"Ciencias Sociales"	"2000-2001"	""	""	""
101024	1	"500+"	""	"QUIMICA INDUSTRIAL E ADMINISTRADOR DE EMPRESA"	"QUIMICO INDUSTRIAL"	"QUIMICA E ADMINISTRACAO"	"1966-1974"	""	""	""
101034	1	"338"	""	"MCA Nagpur University"	"MCA"	"Kamala Neharu nagpur"	"2001-2004"	""	""	""
101034	2	"338"	""	"L T college Wani  Amaravati University"	"Bsc (comp)"	"Computer"	"1997-2000"	"I"	""	""
101034	3	"338"	""	"SPM Highschool"	"HSC"	""	""	""	""	""
101074	1	"483"	""	"Derecho Publico del Comercio Internacional"	"Negociador"	"Negociaciones Comerciales Internacionales"	"2007-2007"	""	"International Development Law Organization - IDLO y la Organizacion Mundial del Comercio - OMC"	""
101074	2	"483"	""	"Negociaciones Comerciales Internacionales Avanzadas"	"Negociador"	"Negociaciones Comerciales Internacionales"	"2006-2006"	""	"Cambridge Internacional Consulting (CIC) y el Banco Interamericano de Desarrollo"	""
101074	3	"483"	""	"Solucion de Controversias en materia de Inversion"	"Diplomado"	"Derecho internacional publico y privado"	"2006-2006"	""	"Organizacion de Estados Americanos - OEA y la Secretaria de Economia de Mexico.  Mexico D.F"	""
101074	4	"483"	""	"Universidad  ESAN"	"Diplomado"	"Comercio Exterior"	"2005-2005"	""	"Diplomado en Desarrollo y Gestion del Comercio Exterior."	""
101074	5	"483"	""	"Universidad de Lima"	"Abogado"	"Comercio Exterior"	"1995-2000"	""	""	""
101074	6	"483"	""	"Colegio Maria Reina"	""	""	""	""	""	""
101088	1	"500+"	"Ingles-(Competencia bilingue o nativa)"	"Pontificia Universidad Javeriana"	"Comunicador Social"	"Mercadeo y Publicidad"	"1990-1994"	""	""	""
101088	2	"500+"	"Ingles-(Competencia bilingue o nativa)"	"Universidad de La Sabana"	""	""	""	""	""	""
101091	1	"500+"	"English | Hindi | Bengali"	"IIPM"	"Master of Business Administration (MBA)"	"HR"	"2011-2013"	""	""	""
101091	2	"500+"	"English | Hindi | Bengali"	"Sri Balaji College of Engineering & TechnologyJaipur"	"Bachelor of Technology (B.Tech.)"	"Computer Science"	"2007-2011"	""	""	""
101091	3	"500+"	"English | Hindi | Bengali"	"Kendriya Vidyalaya"	"school"	"science"	"1995-2007"	""	""	""
101093	1	"363"	""	"ESERP Business School"	"MASTER Direccion PYMES"	"Direccion Empresas"	"2006-2007"	""	""	""
101093	2	"363"	""	"INSTITUT CATALA TECNOLOGIA (ICT)"	"Experto Gestion Residuos"	"Sistemas de gesiton medioambiental Transporte Tratamiento Valorizacion Recuperacion de residuos"	"2002-2002"	""	""	""
101093	3	"363"	""	"CIFO (CENTRE FORMACIO OCUPACIONAL -Valles)"	"Ingenieria Medioambiental"	"Energia Renovable (Fotovoltaica Termica y Eolica)Ruidos y Humos"	"2000-2001"	""	""	""
101093	4	"363"	""	"ESCOLA UNIVERSITARIA ESTUDIS EMPRESARIALS (EUEE) Sabadell"	"CC EMPRESARIALES"	"Admon Empresas"	"1977-1980"	""	""	""
101093	5	"363"	""	"ESCOLA UNIVERSITARIA ESTUDIS EMPRESARIALS (EUEE) Sabadell"	"PERITAJE MERCANTIL"	"Admon Empresas"	"1974-1977"	""	""	""
101101	1	"369"	""	"Universidad Adolfo Ibanez (Postgrado)"	"MBA Executive"	"Direccion Estrategica de Empresas."	"1993-1994"	""	""	""
101101	2	"369"	""	"Pontificia Universidad Catolica de Chile"	"Ingeniero Comercial"	"Administracion y Economia"	"1983-1988"	""	""	""
101101	3	"369"	""	"Harvard Law School"	"Taller"	"Negociacion Mediacion"	""	""	""	""
101112	1	"22"	""	"Kalamazoo Valley Community College"	""	"Computer Science"	"1998-2002"	""	""	""
101112	2	"22"	""	"New Horizons"	""	"Microsoft Certified Systems Engineer"	"1998-1999"	""	""	""
101112	3	"22"	""	"New Horizons"	""	"Microsoft Certified Professional"	"1998-1999"	""	""	""
101120	1	"352"	""	"Fergusson College"	"Master of Computer Science ( MCS )"	""	"2003-2005"	""	""	""
101178	1	"112"	"Portugues-(Competencia basica) | Ingles-(Competencia basica profesional)"	"Universidad del Pais Vasco/Euskal Herriko Unibertsitatea"	"Master in Global Bussiness"	""	"2011-2012"	""	""	""
101178	2	"112"	"Portugues-(Competencia basica) | Ingles-(Competencia basica profesional)"	"Universidad Adolfo Ibanez"	"Licentiate degree"	""	"2010-2011"	""	""	""
101178	3	"112"	"Portugues-(Competencia basica) | Ingles-(Competencia basica profesional)"	"Universidad del Pais Vasco/Euskal Herriko Unibertsitatea"	"Licentiate degree"	""	"2009-2011"	""	""	""
101178	4	"112"	"Portugues-(Competencia basica) | Ingles-(Competencia basica profesional)"	"Universidad Politecnica de Santarem (Potugal)"	"Bachelor of Business Administration (B.B.A.)"	""	"2008-2009"	""	""	""
101178	5	"112"	"Portugues-(Competencia basica) | Ingles-(Competencia basica profesional)"	"Universidad del Pais Vasco/Euskal Herriko Unibertsitatea"	"Bachelor of Business Administration (B.B.A.)"	""	"2006-2009"	""	""	""
101182	1	"500+"	""	"Webster University"	"Bachelor of Arts"	"International Business and Management"	"2005-2008"	""	"Minor in Public Relations"	""
101182	2	"500+"	""	"Instituto Tecnologico y de Estudios Superiores de Monterrey / ITESM"	"Diplomado"	"Planificacion Estrategica"	""	""	""	""
101189	1	"75"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa)"	"Universidad Nacional Mayor de San Marcos"	"Bachiller"	"Economia"	"2007-2011"	"Tercio superior"	""	""
101267	1	"88"	""	"LMC"	""	"Business Management"	""	""	""	""
101269	1	"264"	"Espanol-(Competencia bilingue o nativa) | Euskera-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Aleman-(Competencia basica limitada)"	"Mondragon Unibertsitatea"	"Master of Business Administration (MBA)"	"Mencion: Investigacion y Acceso a Doctorado"	"2013-2014"	""	"Master oficial impartido por Mondragon Unibertsitatea (Campus de Onati) que da acceso al Doctorado."	""
101269	2	"264"	"Espanol-(Competencia bilingue o nativa) | Euskera-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Aleman-(Competencia basica limitada)"	"ESIC: Business & Marketing School"	"Master"	"GESCO - Direccion de Marketing y Gestion Comercial"	"2011-2012"	""	""	""
101269	3	"264"	"Espanol-(Competencia bilingue o nativa) | Euskera-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Aleman-(Competencia basica limitada)"	"Escuela Universitaria Camara de Comercio de Bilbao"	"Graduado"	"Gestion y Marketing empresarial"	"2010-2011"	""	"Por la Escuela Universitaria de la Camara de Comercio de Bilbao y la Universidad del Pais Vasco/Euskal Herriko Unibertsitatea"	""
101269	4	"264"	"Espanol-(Competencia bilingue o nativa) | Euskera-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Aleman-(Competencia basica limitada)"	"Esden"	"Master of Business Administration (MBA)"	"MBA en Direccion de Empresas"	"2009-2010"	""	"Premio al mejor proyecto fin de master"	""
101269	5	"264"	"Espanol-(Competencia bilingue o nativa) | Euskera-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Aleman-(Competencia basica limitada)"	"Universidad del Pais Vasco/Euskal Herriko Unibertsitatea"	"Diplomatura"	"Ciencias empresariales"	"2004-2007"	""	"DOBLE Diplomatura:"	""
101294	1	"205"	"Ingles-(Nivel basico) | Alemao-(Nivel basico) | Espanhol-(Nivel basico)"	"Centro Universitario Leonardo da Vinci"	"Tecnologa em Processos Gerenciais"	"Administracao"	"2009-2012"	""	"Curso voltado para as praticas administrativas apropriadas para organizar e gerenciar com eficiencia e lucratividade qualquer tipo de empresa ou negocio."	""
101294	2	"205"	"Ingles-(Nivel basico) | Alemao-(Nivel basico) | Espanhol-(Nivel basico)"	"Universidade Federal de Santa Catarina"	"Licenciada"	"Ciencias Sociais"	"2003-2008"	"IAP = 8,95."	""	". 2007. (Seminario); Fazendo Genero 7 - Genero e Preconceitos. 2006. (Seminario); 58a. Reuniao Anual da SBPC. 2006. (Outra); Fazendo Genero 6 - Fazeres Globais Saberes Locais Fazeres Locais Saberes Globais. 2004. (Seminario); I Jornada Politico"
101294	3	"205"	"Ingles-(Nivel basico) | Alemao-(Nivel basico) | Espanhol-(Nivel basico)"	"Colegio Bom Jesus"	""	""	""	""	""	""
101294	4	"205"	"Ingles-(Nivel basico) | Alemao-(Nivel basico) | Espanhol-(Nivel basico)"	"Energia"	""	""	""	""	""	""
101309	1	"304"	"Spanish-(Competencia bilingue o nativa) | Catalan-(Competencia bilingue o nativa) | English-(Competencia profesional completa) | French-(Competencia profesional completa) | Dutch-(Competencia basica)"	"University of Barcelona"	"Advanced Master"	"Public Relations and Events Organization"	"2010-2011"	""	""	""
101309	2	"304"	"Spanish-(Competencia bilingue o nativa) | Catalan-(Competencia bilingue o nativa) | English-(Competencia profesional completa) | French-(Competencia profesional completa) | Dutch-(Competencia basica)"	"University of Barcelona"	"Advanced Master"	"Teaching Education in Obligatory Secondary and Upper Secondary School"	"2009-2010"	""	""	"Mathematics & Economy"
101309	3	"304"	"Spanish-(Competencia bilingue o nativa) | Catalan-(Competencia bilingue o nativa) | English-(Competencia profesional completa) | French-(Competencia profesional completa) | Dutch-(Competencia basica)"	"University of Barcelona"	"Master's degree"	"Business Administration and Management"	"2003-2008"	""	""	""
101309	4	"304"	"Spanish-(Competencia bilingue o nativa) | Catalan-(Competencia bilingue o nativa) | English-(Competencia profesional completa) | French-(Competencia profesional completa) | Dutch-(Competencia basica)"	"Universite catholique de Louvain"	"Master's degree"	"IAG Institut d'Administration et Gestion"	"2007-2008"	"Erasmus programme"	""	""
101309	5	"304"	"Spanish-(Competencia bilingue o nativa) | Catalan-(Competencia bilingue o nativa) | English-(Competencia profesional completa) | French-(Competencia profesional completa) | Dutch-(Competencia basica)"	"Loyola Academy Chicago"	"Exchange programme"	""	"2002-2002"	""	""	""
101326	1	"73"	""	"JNNCE"	""	""	""	""	""	""
101338	1	"365"	""	"University of Pune"	""	""	""	""	""	""
101344	1	"500+"	""	"Rajiv Gandhi Prodyogiki Vishwavidyalaya"	"B.E."	"Information Technology"	"2004-2008"	""	""	"E-Spirit"
101344	2	"500+"	""	"St.Joseph Co-Ed School"	"Higher Secondry"	"PhysicsMathsChemistry"	"2002-2003"	""	""	""
101356	1	"500+"	"English | Bengali | Punjabi | Bhojpuri | Marathi | German"	"Sinhgad Institute of Management and Computer Application"	"Master of Marketing Management"	"Marketing"	"2010-2012"	""	""	"Sinhgad Karandak/ Cricket Tournament/ Singing Competition/ Brilliant Brigade- A Managemnet Event"
101356	2	"500+"	"English | Bengali | Punjabi | Bhojpuri | Marathi | German"	"DAV PUBLIC SCHOOL"	"Higher Secondary"	"Biology"	"1987-2002"	""	""	"Debate Team/ Cricket Team/ Volleyball Team/ Head boy/ Singing Competition/ Quiz Competition"
