id	c_order	connections	languages	e_name	e_degree	e_major	e_period	e_grade	e_detail	e_activity
200060	2	"96"	"Ingles-(Competencia profesional completa) | Espanol-(Competencia bilingue o nativa) | Frances-(Competencia basica profesional)"	"ESPOL - Guayaquil"	"Ingeniero"	"Geologo"	"1974-1980"	""	"Miembro activo de la APEG-BC"	""
200069	1	"122"	""	"Instituto Madrileno de Formacion (IMF) + Universidad San Pablo CEU"	"Master en Gestion de la Calidad y la Seguridad en la Industria Alimentaria"	""	""	""	""	""
200069	2	"122"	""	"Universidad Complutense de Madrid"	"Ingenieria Quimica"	""	""	""	""	""
200069	3	"122"	""	"Universidad Politecnica de Madrid"	""	""	""	""	""	""
200069	4	"122"	""	"Universidad Politecnica de Madrid"	""	""	""	""	""	""
200072	1	"62"	""	"Ivy Tech Community College-Northeast"	"Associate Of Applied Science"	"Design Technology CAD/CAM with Manufacturing concentration"	"2010-2014"	"Sophmore"	"Obtaining degree to help assist engineering with product design"	""
200072	2	"62"	""	"Paul Harding"	""	""	""	""	""	""
200074	1	"104"	""	"Academia Nacional de Estudios Politicos y Estrategicos"	"Magister en Ciencias Politicas Seguridad y Defensa"	""	"2010-2011"	""	""	""
200074	2	"104"	""	"Universidad Central (CL)"	"Abogado"	""	""	""	""	""
200074	3	"104"	""	"Universidad de Chile"	""	"Diplomado en Derecho Internacional Humanitario"	""	""	""	""
200086	1	"53"	"English"	"Pontificia Universidad Catolica de Chile"	"MBA"	"Finance and Financial Management Services"	"2007-2008"	""	""	""
200086	2	"53"	"English"	"University Of Chile"	""	"Commercial Engineering"	"1988-1994"	""	"Courses Seminars"	""
200086	3	"53"	"English"	"Universidad de Chile"	"Ingeniero Comercial"	"Administracion y Finanzas"	"1988-1993"	""	""	""
200117	1	"231"	"English-(Full professional proficiency) | Serbian-(Native or bilingual proficiency) | Bulgarian-(Professional working proficiency)"	"APICS"	"CPIM (Certified Production and Inventory Management)"	""	"2009-2011"	""	""	""
200117	2	"231"	"English-(Full professional proficiency) | Serbian-(Native or bilingual proficiency) | Bulgarian-(Professional working proficiency)"	"Six Sigma (Green belt)"	""	""	"2009-2010"	""	""	""
200117	3	"231"	"English-(Full professional proficiency) | Serbian-(Native or bilingual proficiency) | Bulgarian-(Professional working proficiency)"	"Faculty of Electronic Engineering Nis Serbia"	"B. Sc. Electronic Engineering"	""	"1990-1995"	""	""	""
200117	4	"231"	"English-(Full professional proficiency) | Serbian-(Native or bilingual proficiency) | Bulgarian-(Professional working proficiency)"	"OC Prva Petoletka"	""	""	""	""	""	""
200123	1	"38"	""	"universidad tecnica del estado"	"ingeniero de minas"	"superiores"	"1972-1977"	""	""	"ambientalista/ organizaciones no gubernamentales/ fundacion cristina chiappe"
200130	1	"62"	""	"Universidad de Santiago de Chile"	"Ingeniero Civil Quimico"	""	"2007-2013"	"Nota de egreso"	". Desarrollada dentro del proyecto FONDECYT 11100401. Fecha de defensa: 6 de Noviembre del 2013."	""
200130	2	"62"	""	"Universidad de Santiago de Chile"	"Magister en Cs. de la Ingenieria"	"Ingenieria quimica"	"2007-2013"	"Nota de egreso"	". Desarrollada dentro del proyecto FONDECYT 11100401. Fecha de defensa: 6 de Noviembre del 2013."	""
200130	3	"62"	""	"Universidad de Santiago de Chile"	"Licenciatura"	"Ciencias de la Ingenieria."	"2007-2012"	""	""	""
200143	1	"319"	""	"Humber College"	"SSCMP"	"Supply Chain Management Leadership Program"	""	""	""	""
200143	2	"319"	""	"St. Mary's College"	""	""	""	""	""	""
200143	3	"319"	""	"Technological Institute of the Philippines"	"BSME"	"Mechanical Engineering"	""	""	""	""
200157	1	"135"	"English-(Native or bilingual proficiency)"	"Ryerson University"	""	""	"2007-2010"	""	""	""
200157	2	"135"	"English-(Native or bilingual proficiency)"	"York University"	""	""	"1996-1999"	""	""	""
200157	3	"135"	"English-(Native or bilingual proficiency)"	"York University"	""	""	"1990-1994"	""	""	""
200157	4	"135"	"English-(Native or bilingual proficiency)"	"PMI SOC"	""	""	""	""	""	""
200164	1	"500+"	""	"Universidad del Desarrollo"	"Master of Businnes Administration MBA"	""	"2011-2012"	""	""	""
200164	2	"500+"	""	"Universidad Adolfo Ibanez"	"Diplomado en Seguridad Social"	""	"2010-2010"	""	""	""
200164	3	"500+"	""	"Universidad San Sebastian"	"Diplomado en Fundamentos Psicologicos y Pedagogicos de los Aprendizajes en el Contexto Universitario"	""	"2009-2009"	""	""	""
200164	4	"500+"	""	"Universidad del Desarrollo"	"Periodista"	""	"2002-2006"	""	""	"/ Curanilahue 2001.- Participacion en Trabajos de Invierno UDD Santiago. Santa Rosa de  Pelequen/ 2003"
200164	5	"500+"	""	"Universidad del Desarrollo"	"Minor en Ciencias Politicas"	"Minor en Ciencias Politicas"	"2002-2006"	""	""	""
200174	1	"500+"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional) | Frances-(Competencia basica) | Portugues-(Competencia basica) | Japones-(Competencia basica)"	"Universidad de Santiago de Chile"	"Ingeniero Civil Industrial"	""	"2005-2012"	""	"Grado de Licenciado en Ciencias de la Ingenieria mencion Industrial"	"Karate Deportivo Futbol"
200185	1	"160"	""	"Universidad del Desarrollo"	"Master of Business Administration (MBA)"	"Business Administration and Management General"	"2011-2012"	""	""	"Cursando segundo anos de MBA en la Universidad del Desarrollo"
200185	2	"160"	""	"Universidad de Santiago de Chile"	"Postitulo en Auditoria de Gesti&#xf3;n"	""	"2003-2004"	""	""	""
200185	3	"160"	""	"Escuela de Contadores Auditores de Santiago"	"Contador Auditor"	""	"1992-1997"	""	""	""
200210	1	"100"	""	"Lakeland Community College"	""	""	""	""	""	""
200227	1	"73"	"Ingles"	"Universidad de Chile"	"Diplomado en Negocios Internacionales"	"Economia y Negocios"	"1996-1996"	""	""	""
200227	2	"73"	"Ingles"	"Universidad Tecnica del Estadoactual USACHSantiago de Chile"	"Ingeniero Civil de Minas"	"Minas"	"1964-1969"	""	""	""
200238	1	"189"	""	"Cleveland State University"	""	"engineering/psychology"	"1981-1984"	""	""	""
200238	2	"189"	""	"Electronics Technology Institute"	""	"Drafting and Design"	"1980-1981"	""	""	""
200247	1	"10"	""	"Kent State University - Graduate School of Management"	"MBA"	"Management"	"1973-1975"	""	""	""
200247	2	"10"	""	"Kent State University"	"BBA"	"Industrial Management"	"1967-1970"	""	""	""
200250	1	"28"	"Espanol-(Competencia bilingue o nativa) | Italiano-(Competencia profesional completa)"	"Pontificia Universidad Catolica del Peru"	""	"Maestria en Derecho con mencion en Derecho Civil"	"1987-1988"	""	""	""
200250	2	"28"	"Espanol-(Competencia bilingue o nativa) | Italiano-(Competencia profesional completa)"	"Universidad de Siena Italia."	"Cursos de Post Grado"	"Derecho Comercial y Derecho Financiero"	"1981-1982"	""	""	""
200250	3	"28"	"Espanol-(Competencia bilingue o nativa) | Italiano-(Competencia profesional completa)"	"Universidad Nacional Mayor de San Marcos"	"Abogado"	""	"1975-1981"	""	""	""
200252	1	"124"	""	"Kent State University"	""	""	""	""	""	""
200259	1	"500+"	"ingles"	"Pontificia Universidad Catolica de Valparaiso"	"Ingeniero Civil"	"Industrial"	"1984-1989"	""	""	""
200259	2	"500+"	"ingles"	"usach"	""	""	""	""	""	""
200261	1	"86"	"Portuguese | Spanish | Turkish"	"Middle East Technical University"	"Bachelor of Science (BSc)"	"Electrical and Electronics Engineering"	"2007-2012"	""	""	"Solar Car Team/ Drilling Rig Model Design Team/ International Students Association"
200261	2	"86"	"Portuguese | Spanish | Turkish"	"Jean Piaget University"	"Bachelor of Science (BSc)"	"Petroleum Engineering"	"2005-2006"	""	"Stopped at the end of 2o year"	""
200266	1	"500+"	"Ingles"	"Pontificia Universidad Catolica de Chile"	"Diploma en Gestion de Negocios y Marketing"	"Business/Commerce General"	"2010-2011"	""	""	""
200266	2	"500+"	"Ingles"	"Universidad Diego Portales"	"Magister en Comunicaciones Corporativas"	"Comunicaciones Corporativas"	"2003-2006"	""	""	""
200266	3	"500+"	"Ingles"	"Universidad de Concepcion"	"Diploma de Marketing"	"Marketing"	"2001-2001"	""	""	""
200266	4	"500+"	"Ingles"	"Universidad del Desarrollo"	"Periodista"	"Comunicaciones Sociales"	"1994-1999"	""	""	""
200269	1	"48"	""	"Centennial College School of Business"	"Ontario College Diploma"	"Business Accounting"	"2012-2013"	""	"Specializations:  Financial and Managerial accounting"	"2 year Business Accounting program"
200269	2	"48"	""	"SkillPath Seminar"	"Certificate"	"How to Survive-and Thrive-in Accounts Payable"	""	""	""	""
200269	3	"48"	""	"Humber College"	"Course"	"Introduction to Accounting 111"	""	""	""	""
200269	4	"48"	""	"Seneca College of Applied Arts and Technology"	""	"3 in 1 Business Applications Certificate"	""	""	""	""
200269	5	"48"	""	"George Brown College"	""	"Secretarial/Microcomputer Operations Certificate"	""	""	""	""
200269	6	"48"	""	"George Brown College"	""	"Data Entry Certificate"	""	""	""	""
200269	7	"48"	""	"Bathurst Heights S. S."	""	"Cont. Ed."	""	""	""	""
200271	1	"44"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa)"	"SAP AG."	"Consultor SAP R/3."	"Planificacion de la produccion PP"	"1998-1998"	""	""	""
200271	2	"44"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa)"	"Escuela Tecnica Superior de Ingenieros Industriales. Universidad Politecnica de Madrid."	"Ingeniero Industrial."	"Especialidad Tecnicas Energeticas."	"1990-1996"	""	""	""
200278	1	"147"	"English | Spanish-(Native or bilingual proficiency)"	"Pontificia Universidad Catolica de Chile"	"Diplomado en finanzas Corporativas"	"Finance General"	"2011-2011"	"Diploma en Finanzas Corporativas"	"Diplomado de un ano de duracion focalizado en las finanzas Corporativas entregando  formacion en la administracion financiera moderna con enfasis en las herramientas practicas para una correcta gestion financiera  de empresas productoras de bie"	""
200278	2	"147"	"English | Spanish-(Native or bilingual proficiency)"	"Universidad de Santiago de Chile"	"Ingenieria Comercial"	"M. administracion"	"2001-2005"	""	""	""
200281	1	"262"	"English-(Professional working proficiency) | Russian"	"York University"	"Bachelor of Science (BSc)"	"Forensic Science and Technology"	""	""	""	""
200281	2	"262"	"English-(Professional working proficiency) | Russian"	"York University"	"B"	"Sc Science and Technology Studies"	""	""	""	""
200282	1	"327"	""	"Universidad de Chile"	"Ingeniero Civil Industrial"	"Matematicas"	"1988-1993"	""	""	""
200282	2	"327"	""	"Universidad de Chile"	"Ingeniero Civil Industrial"	""	"1988-1993"	""	""	""
200286	1	"284"	""	"Tri-State University"	"BS"	"Business"	"1974-1978"	""	""	"4-Year Varsity Soccer/Tau Kappa Epsilon/Alpha Kappa Psi- Business Fraternity/Skull & Bones"
200286	2	"284"	""	"Portage Indiana High School"	""	""	"1970-1974"	""	""	""
200287	1	"13"	""	"Pontificia Universidad Catolica de Chile"	"Profesora Educacion General Basica"	""	"1977-1981"	""	""	""
200287	2	"13"	""	"Manpower Chile"	"Secretariado Administrativo"	""	"1972-1972"	""	""	""
200292	1	"54"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional)"	"Universidad Nacional  Andres Bello"	""	""	"2009-2014"	""	""	""
200305	1	"300"	""	"Cleveland State University"	"BSME-MSME"	""	"2010-2015"	""	""	""
200305	2	"300"	""	"Cuyahoga Community College"	""	"Non Destructive Testing: VT/PT/MT/RT/UT Level I & 2 Training in accordance with SNT-TC-1A/NAS 410"	"2010-2012"	""	""	""
200305	3	"300"	""	"Kent State University"	""	"Industrial Technology: Manufacturing System Automation"	"2007-2009"	""	"Deans List 2008/2009"	"American Foundry Society"
200305	4	"300"	""	"Cleveland State University"	""	"Certified Six Sigma Green Belt"	""	""	""	""
200309	1	"137"	""	"Iran University of Science and Technology - www.iust.ac.ir"	"B. Sc."	"Mechanical Design Engineering"	"1983-1989"	""	"Courses studied: Machine Design Strenght of Materials Lubrication Heat Transfer Thermodynamics Fluid Mechanics CAD/CAM/CAE Engineering Drafting etc."	""
200314	1	"86"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional)"	"Universidad Complutense de Madrid"	"Licenciado en CC: Geologicas"	"CC. Geologicas. Especialidad en geologia estructural"	"1998-2003"	"Licenciado en 1995. Nota"	""	""
200314	2	"86"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia basica profesional)"	"Universidad de Las Palmas de Gran Canaria"	"Doctor por la Universidad de Las Palmas de Gran Canaria"	""	"1998-2003"	"Cum Laude por unanimidad"	"Titulo de la tesis: Los Depositos de Deslizamiento de las Cuencas de Tirajana y de Tenteniguada."	""
200320	1	"169"	"Spanish"	"University of Pennsylvania (USA)"	"Masters"	"Environmental Studies"	"2004-2006"	""	"My GPA was 3.92/4 ranked among top students"	"Co-funder and Co-director of the first UPenn Student Environmental Association"
200320	2	"169"	"Spanish"	"Universidad Jose Cecilio del Valle (Honduras)"	"Bachelor"	"Industrial Engineering"	"1992-1996"	""	"My thesis was about the development of a Shrimp Flour enterprise in Choluteca Honduras. This proposal was finally set up by a resident in Choluteca."	"First position (co-shared)/ GPA = 92% (3.68/4)"
200320	3	"169"	"Spanish"	"Singapore Environment Institute (Singapore)"	"Course"	"Climate Change and Energy Sustainability"	"2011-2011"	""	"Sponsored by the Singaporian Ministry of Foreign Affairs"	""
200320	4	"169"	"Spanish"	"Hebrew University (Israel)"	"Course"	"Poverty-Environment Likages into Development Planning"	"2010-2010"	""	""	""
200320	5	"169"	"Spanish"	"RENAC Renewables Academy (Germany)"	"Certificate"	"Grid-connected Photovoltaics"	"2010-2010"	""	"Sponsored by the German Federal Ministry for the Environment"	"TREE"
200320	6	"169"	"Spanish"	"SMHI (Sweden and Jordan)"	"Course"	"Climate Change"	"2007-2008"	""	""	""
200320	7	"169"	"Spanish"	"University of Twente (Netherlands)"	"Course"	"Energy Management and Cleaner Production"	"2003-2003"	""	""	""
200320	8	"169"	"Spanish"	"JICA (Japan)"	"Course"	"Energy Conservation"	"2001-2001"	""	""	""
200320	9	"169"	"Spanish"	"University of Calgary (Canada) and OLADE (Ecuador)"	"Post grad certificate"	"Energy and Environment"	"2000-2001"	""	"This certificate contained courses within the university's masters program in Sustainable Energy Development. This preparation was given to only 3 chosen persons from ENEE"	""
200324	1	"140"	""	"UTFSM"	"Ingeniero Ejecucion Quimico Mencion Control"	""	"2012-2014"	"Actualmente estudiando Ingenieria en UTFSM"	""	""
200324	2	"140"	""	"UTFSM"	"Tecnico Industrial en Operacion de Plantas Quimicas"	"Industria Quimica"	"2000-2003"	""	""	""
200324	3	"140"	""	"Universidad del Bio Bio"	""	""	"1990-1994"	""	""	""
200325	1	"319"	""	"Humber College"	"SSCMP"	"Supply Chain Management Leadership Program"	""	""	""	""
200325	2	"319"	""	"St. Mary's College"	""	""	""	""	""	""
200325	3	"319"	""	"Technological Institute of the Philippines"	"BSME"	"Mechanical Engineering"	""	""	""	""
200330	1	"376"	"Espanol-(Native or bilingual proficiency) | English-(Full professional proficiency) | Portugues-(Elementary proficiency)"	"University of Melbourne"	"Energy Systems Masters Degree"	""	"2014-2015"	"Melbourne School of Engineering"	""	""
200330	2	"376"	"Espanol-(Native or bilingual proficiency) | English-(Full professional proficiency) | Portugues-(Elementary proficiency)"	"Universidad de Chile"	"Industrial Engineer"	"Managment Economy Finance Process"	"2002-2009"	""	"English Upper Level"	""
200330	3	"376"	"Espanol-(Native or bilingual proficiency) | English-(Full professional proficiency) | Portugues-(Elementary proficiency)"	"Universidad de Santiago de Chile"	""	""	"2011-2011"	""	""	""
200330	4	"376"	"Espanol-(Native or bilingual proficiency) | English-(Full professional proficiency) | Portugues-(Elementary proficiency)"	"Universidad de los Andes (CL)"	""	""	"2011-2011"	""	""	""
200333	1	"68"	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency) | Portuguese-(Limited working proficiency)"	"ITESM- Monterrey-Mexico& Iowa State University Master in Industrial Engineering"	"Master"	"Chemical & Industrial"	""	""	""	""
200338	1	"147"	""	"Ohio University"	""	""	""	""	""	""
200338	2	"147"	""	"Wm. R. Day School"	""	""	""	""	""	""
200348	1	"321"	""	"Universidad de Valparaiso"	"Ingeniero Comercial"	""	"2003-2007"	""	""	""
200353	1	"89"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia profesional completa) | Frances-(Competencia profesional completa)"	"Universidad Adolfo Ibanez"	"Ingeniero Civil Industrial"	"Ingeniera Civil Industrial"	"2004-2010"	"Magister en Ingenieria de los Negocios y mencion en Energia y Medioambiente"	""	""
200355	1	"216"	""	"Universidad Tecnica Federico Santa Maria"	"Ingenieria Civil Industrial"	"Industria"	"2007-2012"	""	""	""
200363	1	"44"	""	"Universidad Chileno-Britanica de Cultura"	""	"Ingles Intermedio"	"2013-2013"	""	""	""
200363	2	"44"	""	"Universidad de Chile"	""	"DATA MINING Y APLICACIONES EN RIESGO DE CREDITO"	"2013-2013"	""	""	""
200363	3	"44"	""	"Universidad Catolica de la Santisima Concepcion"	"Ingenieria Civil Industrial."	""	""	""	""	""
200363	4	"44"	""	"Colegio del Sagrado Corazon"	""	""	""	""	""	""
200363	5	"44"	""	"Escuela Espana D"	""	""	""	""	""	""
200369	1	"143"	""	"Universidad de Concepcion"	"Ingeniero Civil de Materiales"	"Ciencia de materiales"	"2006-2012"	""	""	"Presidente Centro de Alumno de Ingenieria Civil de Materiales ano 2010.*Rugby UdeC."
200377	1	"19"	"English Hindi & Marathi"	"Arts science and commerce college Satana (Nashik)"	"Bachelor of Science (B.Sc.)"	"Chemistry"	"1973-1978"	""	""	""
200387	1	"500+"	"Ingles"	"Universidad Tecnica Federico Santa Maria"	"Licenciado en Ciencias de la Ingenieria Ambiental"	"Ingenieria Ambiental"	"1998-2004"	""	""	""
200388	1	"119"	"English"	"Heriott Watt University"	"MBA - Certificate in Accounting (Correspondence)"	""	"2000-2004"	""	""	""
200388	2	"119"	"English"	"Concordia University"	"Bachelor's degree"	"Accounting"	"1985-1989"	""	""	"CMA Designation in progress"
200391	1	"324"	""	"Universidad Tecnica Federico Santa Maria"	"Ingeniero civil industrial"	""	"1995-2010"	""	""	""
200391	2	"324"	""	"Universidad Tecnica Federico Santa Maria"	"Ingeniero de Ejecucion Mecanico"	""	"1990-1995"	""	""	""
200397	1	"158"	"INGLES"	"Universidad de Chile"	"Diplomado"	"Control de Gestion"	"2008-2008"	""	""	""
200397	2	"158"	"INGLES"	"Pontificia Universidad Catolica de Valparaiso"	"Ingeniero Comercial"	""	"1996-2000"	""	""	""
200408	1	"220"	""	"Universidad de Concepcion"	"ingeniero civil quimico"	""	"1996-2003"	""	""	""
200419	1	"344"	""	"University of St. Thomas"	"Master of Business Communications"	"Business/Corporate Communications"	"1999-2012"	""	""	""
200419	2	"344"	""	"Hamline University"	"Bachelor's degree"	"Art and Communications"	""	""	""	""
200420	1	"500+"	"Ingles"	"Universidad Nacional de Cordoba"	"Geologo"	""	"1986-1993"	""	""	""
200424	1	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"University of Minnesota-Twin Cities"	"J.D. Candidate at the University of Minnesota Law School"	""	"2013-2015"	""	""	""
200424	2	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"University of Minnesota-Twin Cities"	"Master of Laws (LL.M.)"	"Business Law"	"2012-2013"	""	""	""
200424	3	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"Universidad San Francisco de Quito"	"Bachelor of Laws (LLB)"	"Law"	"2007-2011"	""	""	""
200424	4	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"Universidad San Fran"	"Bachelor of Arts (B.A.)"	"International Relations and Affairs"	"1999-2003"	""	""	""
200424	5	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"Universidad San Francisco de Quito"	"Master of Laws (LL.M.) Candidate"	"Administrative Law"	""	""	""	""
200424	6	""	"English-(Full professional proficiency) | Spanish-(Native or bilingual proficiency)"	"SEK"	""	""	""	""	""	""
200430	1	"127"	""	"Universidad del Bio Bio"	""	"Magister Ingenieria Industrial"	"2011-2013"	""	""	""
200430	2	"127"	""	"Universidad de Concepcion"	""	"Ingenieria Civil Quimica"	"2006-2013"	""	""	""
200434	1	"116"	""	"University of Missouri-Columbia"	"BA"	"Administrative Dietetics"	""	""	""	""
200446	1	"500+"	""	"State University of New York College at Buffalo"	"B.S."	"Business Law"	"1982-1986"	""	""	""
200446	2	"500+"	""	"GE Corporate Management Graduate"	"Management"	"Process Mapping VSM/Six Sigma"	"1998-1999"	""	""	""
200446	3	"500+"	""	"University of Phoenix-Southern California"	"MBA"	"International Business"	"2008-2010"	""	""	""
200452	1	"79"	""	"The University of Dallas"	"Master of Business Administration (MBA)"	"Corporate Finnace"	"1994-1995"	""	""	""
200452	2	"79"	""	"Universidad Diego Portales"	"Ingeniero Comercial"	""	"1986-1991"	""	""	""
200452	3	"79"	""	"Escuela Naval Arturo Prat"	"Cadete"	""	"1981-1983"	""	""	""
200453	1	"469"	""	"University of Phoenix"	"MBA"	"Supply Chain Management"	"2006-2007"	""	""	""
200453	2	"469"	""	"Malone College"	"BA"	"Business"	"2001-2003"	""	""	""
200453	3	"469"	""	"John Marshall High School"	"Diploma"	"College Prep"	"1985-1987"	""	""	""
200456	1	"21"	""	"Universidad Tecnologica de Chile"	"Tecnico Mecanico"	"Mantenimiento mecanico industrial"	""	""	""	""
200466	1	"397"	""	"Universidad del Mar"	"Psicologo"	"Punta Arenas"	"2006-2009"	"Titulado con distincion maxima."	""	""
200466	2	"397"	""	"INACAP"	"Ingeniero Ejecucion en Gestion Informatica"	"Punta Arenas"	"1998-2000"	"titulado con distincion maxima"	""	""
200466	3	"397"	""	"Universidad Tecnica Federico Santa Maria"	"Tecnico Universitario en Programacion de Computadores"	"Sede Jose Miguel Carrera"	"1984-1987"	""	""	"Karate."
200476	1	"71"	"portugues"	"Universidad de Concepcion"	"Ingeniero Civil Mecanico"	""	""	""	""	""
200489	1	"262"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia bilingue o nativa) | Frances-(Competencia bilingue o nativa)"	"Universidad del Desarrollo"	"Titulada"	"Ingenieria Civil Industrial"	"2007-2011"	""	""	"2011 Ayudantia de Modelos Estocasticos. 2011 Ayudantia de Simulacion de Procesos.2010 Congreso LatinoAmericano de Estudiantes de Ingenieria Industrial/ Universidad Argentina de la Empresa/ Buenos Aires/ Argentina.2011 Congreso LatinoAmericano d"
200489	2	"262"	"Espanol-(Competencia bilingue o nativa) | Ingles-(Competencia bilingue o nativa) | Frances-(Competencia bilingue o nativa)"	"Universidad del Desarrollo"	"Minor"	"Ciencias Politicas y Gobierno"	"2007-2008"	""	""	""
